,UOK262,UOK262pFH,delta
R_G14T15g,0.0,0.0,0.0
R_G14T16g,0.0,0.0,0.0
R_G14T17g,0.0,0.0,0.0
R_G14T18g,0.0,0.0,0.0
R_G14T19g,0.0,0.0,0.0
R_G14T20g,0.0,0.0,0.0
R_G14T21g,0.0,0.0,0.0
R_G14T2g,0.0,0.0,0.0
R_G14T3g,0.0,0.0,0.0
R_G14T4g,0.0,0.0,0.0
R_G14T5g,0.0,0.0,0.0
R_G14T6g,0.0,0.0,0.0
R_G14T7g,0.0,0.0,0.0
R_G14T8g,0.0,0.0,0.0
R_G14T9g,0.0,0.0,0.0
R_G14Tg,0.0,0.0,0.0
R_G16MT_U,0.0,0.0,0.0
R_G3PD1,-0.00551871539969,-0.00822666011455,-0.00270794471486
R_G3PD2m,0.0,0.0,0.0
R_G5SADrm,0.0299297935923,0.0236943385892,0.00623545500311
R_G5SDym,0.0,0.0,0.0
R_G6PDA,0.0,0.0,0.0
R_G6PDH1rer,0.0,0.0,0.0
R_G6PDH2r,0.0,0.0,0.0
R_G6PDH2rer,0.0,0.0,0.0
R_G6PPer,0.0,0.0,0.0
R_G6Pter,0.0,0.0,0.0
R_GABABGTtc,0.0,0.0,0.0
R_GABAVESSEC,0.0,0.0,0.0
R_GACMTRc,0.0,0.0,0.0
R_GAL3ST11,0.0,0.0,0.0
R_GAL3ST12,0.0,0.0,0.0
R_GALACGLCGALGBSIDEte,0.0,0.0,0.0
R_GALACGLCGALGBSIDEtg,0.0,0.0,0.0
R_GALASE10ly,0.0,0.0,0.0
R_GALASE11ly,0.0,0.0,0.0
R_GALASE12ly,0.0,0.0,0.0
R_GALASE13ly,0.0,0.0,0.0
R_GALASE14ly,0.0,0.0,0.0
R_GALASE15ly,0.0,0.0,0.0
R_GALASE16ly,0.0,0.0,0.0
R_GALASE17ly,0.0,0.0,0.0
R_GALASE18ly,0.0,0.0,0.0
R_GALASE19ly,0.0,0.0,0.0
R_GALASE1ly,0.0,0.0,0.0
R_GALASE20ly,0.0,0.0,0.0
R_GALASE3ly,0.0,0.0,0.0
R_GALASE4ly,0.0,0.0,0.0
R_GALASE5ly,0.0,0.0,0.0
R_GALASE6ly,0.0,0.0,0.0
R_GALASE7ly,0.0,0.0,0.0
R_GALASE8ly,0.0,0.0,0.0
R_GALASE9ly,0.0,0.0,0.0
R_GALC,0.0,0.0,0.0
R_GALFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_GALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_GALGALGALTHCRMte,0.0,0.0,0.0
R_GALGALGALTHCRMtg,0.0,0.0,0.0
R_GALGLUSIDEtg,0.0,0.0,0.0
R_GALGLUSIDEtl,0.0,0.0,0.0
R_GALGT1,0.0,0.0,0.0
R_GALGT2,0.0,0.0,0.0
R_GALK,0.0,0.0,0.0
R_GALNTg,0.0,0.0,0.0
R_GALSGLT1le,0.0,0.0,0.0
R_GALSIDEtg,0.0,0.0,0.0
R_GALSIDEtl,0.0,0.0,0.0
R_GALT,0.0,0.0,0.0
R_GALU,0.0,0.0,0.0
R_GALt1r,1.06154316672,0.0,1.06154316672
R_GALt2_2,-1.06154316672,0.0,1.06154316672
R_GALt4,0.0,0.0,0.0
R_GALtly,0.0,0.0,0.0
R_GAPD,2.83806726967,0.800279402996,2.03778786667
R_GARFT,0.00222693520335,0.00331965642152,-0.00109272121817
R_GASNASE2ly,0.0,0.0,0.0
R_GASNASE3ly,0.0,0.0,0.0
R_GASNASEly,0.0,0.0,0.0
R_GBA,0.0,0.0,0.0
R_GBAl,0.0,0.0,0.0
R_GBGT1,0.0,0.0,0.0
R_GBSIDEte,0.0,0.0,0.0
R_GBSIDEtl,0.0,0.0,0.0
R_GCALDD,0.0,0.0,0.0
R_GCC2am,0.0,0.0,0.0
R_GCC2bim,0.0,0.0,0.0
R_GCC2cm,0.0,0.0,0.0
R_GCCam,0.418455472169,0.0,0.418455472169
R_GCCbim,0.418455472169,0.0,0.418455472169
R_GCCcm,0.418455472169,0.0,0.418455472169
R_GCHOLAt,0.0,0.0,0.0
R_GCHOLAt2,0.0,0.0,0.0
R_GCHOLAt3,0.0,0.0,0.0
R_GCHOLAte,0.0,0.0,0.0
R_GCHOLAtx,0.0,0.0,0.0
R_GCNTg,0.0,0.0,0.0
R_GDPFUCtg,0.0,0.0,0.0
R_GDPtg,0.0,0.0,0.0
R_GF6PTA,0.0,0.0,0.0
R_GFUCS,0.0,0.0,0.0
R_GGH_10FTHF5GLUl,0.0,0.0,0.0
R_GGH_10FTHF6GLUl,0.0,0.0,0.0
R_GGH_10FTHF7GLUl,0.0,0.0,0.0
R_GGH_5DHFl,0.0,0.0,0.0
R_GGH_5THFl,0.0,0.0,0.0
R_GGH_6DHFl,0.0,0.0,0.0
R_GGH_6THFl,0.0,0.0,0.0
R_GGH_7DHFl,0.0,0.0,0.0
R_GGH_7THFl,0.0,0.0,0.0
R_GGLUCT,0.0,0.0,0.0
R_GGNG,0.0,0.0,0.0
R_GGT5r,0.0,0.0,0.0
R_GGT6,0.0,0.0,0.0
R_GHMT2r,0.454906914233,-0.0854371277655,0.369469786467
R_GK1,0.000907654904271,0.00135302653932,-0.00044537163505
R_GLACter,0.0,0.0,0.0
R_GLAl,0.0,0.0,0.0
R_GLB1,0.0,0.0,0.0
R_GLBRAN,0.0,0.0,0.0
R_GLCAASE8ly,0.0,0.0,0.0
R_GLCAASE9ly,0.0,0.0,0.0
R_GLCGLUT2,0.0,0.0,0.0
R_GLCMter,0.0,0.0,0.0
R_GLCNACPT_U,0.0,0.0,0.0
R_GLCNACT_U,0.0,0.0,0.0
R_GLCSGLT1le,0.0,0.0,0.0
R_GLCURter,0.0,0.0,0.0
R_GLCURtly,0.0,0.0,0.0
R_GLCt2_2,0.0,0.0,0.0
R_GLCt4,1.34801743728,0.324016708252,1.02400072903
R_GLCter,0.0,0.0,0.0
R_GLCtg,0.0,0.0,0.0
R_GLCtly,0.0,0.0,0.0
R_GLDBRAN,0.0,0.0,0.0
R_GLGNS1,0.0,0.0,0.0
R_GLNALANaEx,0.0,0.0,0.0
R_GLNASNNaEx,0.0,0.0,0.0
R_GLNATB0tc,0.0,0.0,0.0
R_GLNB0AT3tc,0.0,0.0,0.0
R_GLNCYSNaEx,0.0,0.0,0.0
R_GLNLASEer,0.0,0.0,0.0
R_GLNS,0.0,0.0,0.0
R_GLNSERNaEx,0.0,0.0,0.0
R_GLNTHRNaEx,0.0,0.0,0.0
R_GLNt4,0.0,0.0,0.0
R_GLNtN1,0.342530016109,0.0,0.342530016109
R_GLNtm,0.322159594856,0.19681810003,0.125341494827
R_GLNyLATthc,0.0,0.0,0.0
R_GLPASE1,0.0,0.0,0.0
R_GLPASE2,0.0,0.0,0.0
R_GLRASE,0.0,0.0,0.0
R_GLU5Km,0.0,0.0,0.0
R_GLUB0AT3tc,0.0,0.0,0.0
R_GLUCYS,0.0,0.0,0.0
R_GLUDC,0.0,0.0,0.0
R_GLUDxm,2.90091485698,3.348582988,-0.447668131028
R_GLUDym,0.0,0.0,0.0
R_GLUNm,0.322159594856,0.19681810003,0.125341494827
R_GLUPROASCT1,0.0,0.0,0.0
R_GLUPRT,0.00222693520335,0.00331965642152,-0.00109272121817
R_GLUTCOADHm,0.0,0.0,0.0
R_GLUVESSEC,0.0,0.0,0.0
R_GLUt2m,0.12990881457,0.725491832456,-0.595583017886
R_GLUt6,0.0,0.0,0.0
R_GLUt7l,0.0,0.0,0.0
R_GLUtr,0.0,0.0,0.0
R_GLXO1,0.0,0.0,0.0
R_GLXO2p,0.0,0.0,0.0
R_GLXtm,0.0,0.0,0.0
R_GLXtp,0.0,0.0,0.0
R_GLYAMDTRc,0.0,0.0,0.0
R_GLYATm,0.0,0.0,0.0
R_GLYB0AT3tc,0.0,0.0,0.0
R_GLYBt4_2_r,0.0,0.0,0.0
R_GLYBtm,0.00551606839424,0.0,0.00551606839424
R_GLYC3PFADm,0.0,0.0,0.0
R_GLYC3Ptmc,0.0,0.0,0.0
R_GLYCK2,0.0,0.0,0.0
R_GLYCLTDy,0.0,0.0,0.0
R_GLYCLTtp,0.0,0.0,0.0
R_GLYCTDle,0.0,0.0,0.0
R_GLYCTO1p,0.0,0.0,0.0
R_GLYC_St,0.0,0.0,0.0
R_GLYCtm,0.0,0.0,0.0
R_GLYK,0.0,0.0,0.0
R_GLYKm,0.0,0.0,0.0
R_GLYOX,0.0,0.0,0.0
R_GLYOp,0.0,0.0,0.0
R_GLYSNAT5tc,0.0,0.0,0.0
R_GLYVESSEC,0.0,0.0,0.0
R_GLYt2r,0.0,0.0,0.0
R_GLYt4,0.0,0.0,0.0
R_GLYt7_211_r,0.0,0.0,0.0
R_GLYt7_311_r,0.0,0.0,0.0
R_GLYtm,0.306762482131,-0.225687166553,0.0810753155784
R_GLYtp,0.0,0.0,0.0
R_GLZABCteb,0.0,0.0,0.0
R_GLZtd,0.0,0.0,0.0
R_GMAND,0.0,0.0,0.0
R_GMPR,0.0,0.0,0.0
R_GMPS2,0.0,0.0,0.0
R_GMPtg,0.0,0.0,0.0
R_GMPtn,0.0,0.0,0.0
R_GNDc,0.0,0.0,0.0
R_GNDer,0.0,0.0,0.0
R_GNMT,0.106176921643,0.110932749525,-0.00475582788162
R_GPAM_hs,0.00523127984031,0.00779818455808,-0.00256690471777
R_GPDDA1,0.0,0.0,0.0
R_GRTT,0.000804827456352,0.00119974331973,-0.000394915863377
R_GRTTx,0.0,0.0,0.0
R_GSNt,0.0,0.0,0.0
R_GSNt2r,0.0,0.0,0.0
R_GSNt5le,0.0,0.0,0.0
R_GT1Ate,0.0,0.0,0.0
R_GT1Atg,0.0,0.0,0.0
R_GTHDH,0.0,0.0,0.0
R_GTHO,0.0,0.0,0.0
R_GTHOm,0.0,0.0,0.0
R_GTHP,0.0,0.0,0.0
R_GTHPe,0.0,0.0,0.0
R_GTHPm,0.0,0.0,0.0
R_GTHRDt,0.0,0.0,0.0
R_GTHRDtr,0.0,0.0,0.0
R_GTHS,0.0,0.0,0.0
R_GTMLTe,0.0,0.0,0.0
R_GTPCI,0.0,0.0,0.0
R_GTPCIn,0.0,0.0,0.0
R_GUACYC,0.0,0.0,0.0
R_GUAD,0.0,0.0,0.0
R_GUAPRT,0.000907654904271,0.00135302653932,-0.00044537163505
R_GUAt,0.0,0.0,0.0
R_GULLACter,0.0,0.0,0.0
R_GULN3D,0.09954010705,0.0993144449905,0.000225662059572
R_GULNDer,0.0,0.0,0.0
R_GULNter,0.0,0.0,0.0
R_GUR1PP,0.0,0.0,0.0
R_GluForTx,0.0975065379453,0.0962830362961,0.00122350164917
R_H2CO3D,0.0,0.0,0.0
R_H2CO3Dm,4.22310407466,0.59183248863,3.63127158603
R_H2O2syn,0.0,0.0,0.0
R_H2O2t,0.0,0.0,0.0
R_H2O2tly,0.0,0.0,0.0
R_H2O2tm,0.0,0.0,0.0
R_H2O2tp,0.0,0.0,0.0
R_H2OGLYAQPt,0.0,0.0,0.0
R_H2Ot,0.0,0.0,0.0
R_H2Oter,-0.00442655100722,-0.00659858825851,-0.0021720372513
R_H2Otg,0.0,0.0,0.0
R_H2Otly,0.0,0.0,0.0
R_H2Otm,-47.7656889315,-34.0454775557,13.7202113758
R_H2Otn,0.0,0.0,0.0
R_H2Otp,0.353786813473,0.0,0.353786813473
R_HACD1m,-0.0980580506025,-0.0921983284727,0.00585972212985
R_HACD9m,0.0943570158641,0.0915880944829,0.00276892138118
R_HAS1,0.0,0.0,0.0
R_HAS2,0.0,0.0,0.0
R_HAtly,0.0,0.0,0.0
R_HBZOPT10m,0.0,0.0,0.0
R_HC00342te,0.0,0.0,0.0
R_HCO3_CLt,0.0,0.0,0.0
R_HCO3_NAt,0.0,0.0,0.0
R_HDCAFAPMtc,0.0,0.0,0.0
R_HDCAter,0.0,0.0,0.0
R_HDCEAtr,0.0,0.0,0.0
R_HDD2COAtx,0.0,0.0,0.0
R_HESTRATRIOLte,0.0,0.0,0.0
R_HESTRATRIOLtr,0.0,0.0,0.0
R_HEX1,1.34801743728,0.324016708252,1.02400072903
R_HEX4,0.0,0.0,0.0
R_HEX7,0.0,0.0,0.0
R_HEXCOAACBP,0.0,0.0,0.0
R_HEXDIACTD,0.0,0.0,0.0
R_HEXDICOAACBPx,0.0,0.0,0.0
R_HGNTOR,0.191732381254,0.187675593965,0.00405678728925
R_HIBDm,0.0930446985593,0.0896318442241,0.00341285433521
R_HISD,0.0975065379453,0.0962830362961,0.00122350164917
R_HISDC,0.0,0.0,0.0
R_HISTAVESSEC,0.0,0.0,0.0
R_HISTAtu,0.0,0.0,0.0
R_HISt4,0.0,0.0,0.0
R_HIStN1,0.1,0.0,0.1
R_HIStiDF,0.0,0.1,-0.1
R_HISyLATtc,0.0,0.0,0.0
R_HISyLATthc,0.0,0.0,0.0
R_HKYNH,0.00973753653904,0.00960874994823,0.000128786590807
R_HKt,0.0,0.0,0.0
R_HMBS,0.0,0.0,0.0
R_HMGCOARc,0.00241448236906,0.00359922995919,-0.00118474759013
R_HMGCOASi,0.0,0.0,0.0
R_HMGCOASim,0.631901382106,0.0921983284727,0.539703053634
R_HMGCOAtm,-0.721140498558,-0.00359922995919,0.717541268599
R_HMGCOAtx,0.718726016189,0.0,0.718726016189
R_HMGLm,0.0,0.172558022815,-0.172558022815
R_HMGLx,1.07251282966,0.0,1.07251282966
R_HOMt4,0.0,0.0,0.0
R_HOXG,0.0,0.0,0.0
R_HPACtr,0.0,0.0,0.0
R_HPETFABP1tc,0.0,0.0,0.0
R_HPYRDC,0.0,0.0,0.0
R_HPYRR2x,0.0,0.0,0.0
R_HPYRRy,0.0,0.0223012314679,-0.0223012314679
R_HPYRtp,0.0,0.0,0.0
R_HSD11B1r,0.0,0.0,0.0
R_HSD11B2r,0.0,0.0,0.0
R_HSD17B1,0.0,0.0,0.0
R_HSD17B2r,-1.36106403925e-12,0.0,1.36106403925e-12
R_HSD17B3r,0.0,0.0,0.0
R_HSD17B42x,0.0,0.0,0.0
R_HSD17B4x,0.0,0.0,0.0
R_HSD17B7r,0.0,0.0,0.0
R_HSD17B8r,0.0,0.0,0.0
R_HSD17B9r,0.0,0.0,0.0
R_HSD3A1r,0.0,0.0,0.0
R_HSD3A2r,0.0,0.0,0.0
R_HSD3B11,1.36106403925e-12,0.0,1.36106403925e-12
R_HSD3B11r,0.0,0.0,0.0
R_HSD3B12r,-1.36106403925e-12,0.0,1.36106403925e-12
R_HSD3B13r,0.0,0.0,0.0
R_HSD3B2r,0.0,0.0,0.0
R_HSD3B3r,0.0,0.0,0.0
R_HSD3B7P,0.0,0.0,0.0
R_HXANtx,0.0,0.0,0.0
R_HXPRT,0.0,0.0,0.0
R_HYPOE,0.0,0.0,0.0
R_HYPTROX,0.0,0.0,0.0
R_HYXNt,0.0,0.0,0.0
R_Htg,0.0,0.0,0.0
R_Htm,0.0,0.0,0.0
R_Htr,0.00442655100722,0.00668430101223,-0.00225775000501
R_Htx,-0.353786813473,0.0,0.353786813473
R_IBUPGLUCtchep,0.0,0.0,0.0
R_IBUPGLUCtpvb,0.0,0.0,0.0
R_ICDHxm,0.857757552725,0.577631492967,0.280126059758
R_ICDHy,0.0,0.767208913617,-0.767208913617
R_ICDHyp,0.0,0.0,0.0
R_ICDHyrm,0.118250307656,0.0760075178159,0.0422427898399
R_IDPtn,0.0,0.0,0.0
R_ILEATB0tc,0.0,0.0,0.0
R_ILEB0AT2tc,0.0,0.0,0.0
R_ILEB0AT3tc,0.0,0.0,0.0
R_ILELAT1tc,0.0,0.0,0.0
R_ILEPHELAT2tc,0.0,0.0,0.0
R_ILETA,0.0,0.0,0.0
R_ILETAm,0.0943570158641,0.0915880944829,0.00276892138118
R_ILEt5m,0.0943570158641,0.0915880944829,0.00276892138118
R_ILEtec,0.0798218485652,0.1,-0.0201781514348
R_IMPC,-0.00222693520335,-0.00331965642152,-0.00109272121817
R_IMPD,0.000907654904271,0.00135302653932,-0.00044537163505
R_INOSTO,0.09954010705,0.0993144449905,0.000225662059572
R_INSK,0.0,0.0,0.0
R_INSTt2r,0.0,0.1,-0.1
R_INSTt4,0.1,0.0,0.1
R_INSTt4_2,0.0,0.0,0.0
R_INSt,0.0,0.0,0.0
R_INSt2,0.0,0.0,0.0
R_INSt5le,0.0,0.0,0.0
R_IPDDI,0.000804827456352,0.00119974331973,-0.000394915863377
R_IPDDIx,0.0,0.0,0.0
R_IPDPtx,0.0,0.0,0.0
R_ITCOAL1m,0.0,0.0,0.0
R_ITCOALm,0.0,0.0,0.0
R_ITPtn,0.0,0.0,0.0
R_IZPN,0.0975065379453,0.0962830362961,0.00122350164917
R_It,0.0,0.0,0.0
R_KCC2t,0.0,0.0,0.0
R_KCCt,0.0,0.0,0.0
R_KHK,0.0,0.0,0.0
R_KHK2,0.0,0.0,0.0
R_KHte,0.0,0.0,0.0
R_KSII_CORE2t,0.0,0.0,0.0
R_KSII_CORE2tly,0.0,0.0,0.0
R_KSII_CORE4t,0.0,0.0,0.0
R_KSII_CORE4tly,0.0,0.0,0.0
R_KSIt,0.0,0.0,0.0
R_KSItly,0.0,0.0,0.0
R_KYN,0.0,0.0,0.0
R_KYN3OX,0.00973753653904,0.00960874994823,0.000128786590807
R_KYNAKGAT,0.0,0.0,0.0
R_KYNATESYN,0.0,0.0,0.0
R_LACLt,0.0,0.0,0.0
R_LACZe,0.0,0.0,0.0
R_LALDO,0.0,0.0,0.0
R_LALDO2x,0.0,0.0,0.0
R_LAPCOAl,0.0,0.0,0.0
R_LCADi,1.26424521092,0.0,1.26424521092
R_LCADi_D,0.0,0.0,0.0
R_LCAT1e,0.0,0.0,0.0
R_LCTStg,0.0,0.0,0.0
R_LCYSTAT,0.0,0.0,0.0
R_LCYSTCBOXL,0.0,0.0,0.0
R_LDH_D,0.0,0.0,0.0
R_LDH_L,-4.51862161314,-2.58028120787,1.93834040527
R_LDH_Lm,2.2402530713,0.0,2.2402530713
R_LEUATB0tc,0.0,0.0,0.0
R_LEUB0AT2tc,0.0,0.0,0.0
R_LEUB0AT3tc,0.0,0.0,0.0
R_LEUKABCtc,0.0,0.0,0.0
R_LEUKTRA4t,0.0,0.0,0.0
R_LEUKTRA4tr,0.0,0.0,0.0
R_LEUKTRB4t,0.0,0.0,0.0
R_LEUKTRC4t,0.0,0.0,0.0
R_LEUKTRD4t,0.0,0.0,0.0
R_LEUKTRD4tr,0.0,0.0,0.0
R_LEUKTRE4t,0.0,0.0,0.0
R_LEUKTRF4t,0.0,0.0,0.0
R_LEUPHELAT2tc,0.0,0.0,0.0
R_LEUTA,0.0,0.0,0.0
R_LEUTAm,0.0892391164517,0.0839589243016,0.00528019215006
R_LEUt5m,0.0892391164517,0.0839589243016,0.00528019215006
R_LEUtec,0.0992504089587,0.1,-0.000749591041254
R_LEUyLAThtc,0.0,0.0,0.0
R_LFORKYNHYD,0.0,0.0,0.0
R_LGNCCOAtcx,0.0,0.0,0.0
R_LGNCCOAtx,0.0,0.0,0.0
R_LGNCFATPtc,0.0,0.0,0.0
R_LGNCFATtc,0.0,0.0,0.0
R_LGTHL,0.0,0.0,0.0
R_LINOFATPtc,0.0,0.0,0.0
R_LNELDCCPT1,0.0,0.0,0.0
R_LNELDCCPT2,0.0,0.0,0.0
R_LNELDCCRNt,0.0,0.0,0.0
R_LNLCCPT1,0.0,0.0,0.0
R_LNLCCPT2,0.0,0.0,0.0
R_LNLCCRNt,0.0,0.0,0.0
R_LNLCt,0.0,0.0,0.0
R_LNLNCACPT1,0.0,0.0,0.0
R_LNLNCACPT2,0.0,0.0,0.0
R_LNLNCACRNt,0.0,0.0,0.0
R_LNLNCAt,0.0,0.0,0.0
R_LNLNCGCPT1,0.0,0.0,0.0
R_LNLNCGCPT2,0.0,0.0,0.0
R_LNLNCGCRNt,0.0,0.0,0.0
R_LNLNCGt,0.0,0.0,0.0
R_LNS14DM,0.0,0.0,0.0
R_LNSTLSr,0.000402413728176,0.000599871659865,-0.000197457931689
R_LPASE,0.0,0.0,0.0
R_LPCHOLt,0.0,0.0,0.0
R_LPCOXp,0.0,0.0,0.0
R_LPS,0.0,0.0,0.0
R_LPS2,0.0,0.0,0.0
R_LPS2e,0.0,0.0,0.0
R_LPS3,0.0,0.0,0.0
R_LPS3e,0.0,0.0,0.0
R_LPS4e,0.0,0.0,0.0
R_LPSe,0.0,0.0,0.0
R_LRAT,0.0,0.0,0.0
R_LRAT1,0.0,0.0,0.0
R_LRAT2,0.0,0.0,0.0
R_LST4EXPTDhc,0.0,0.0,0.0
R_LST4EXPthc,0.0,0.0,0.0
R_LSTNM7TDhc,0.0,0.0,0.0
R_LSTNM7thc,0.0,0.0,0.0
R_LSTNRATt,0.0,0.0,0.0
R_LSTNtd,0.0,0.0,0.0
R_LSTNtu,0.0,0.0,0.0
R_LSTO1r,0.0,0.0,0.0
R_LSTO2r,0.000402413728176,0.000599871659865,-0.000197457931689
R_LTA4H,0.0,0.0,0.0
R_LTC4CP,0.0,0.0,0.0
R_LTC4Sr,0.0,0.0,0.0
R_LTD4DP,0.0,0.0,0.0
R_LVACLAChep,0.0,0.0,0.0
R_LVSTACIDhep,0.0,0.0,0.0
R_LVSTPGPtu,0.0,0.0,0.0
R_LVSTtu,0.0,0.0,0.0
R_LYSATB0tc,0.0,0.0,0.0
R_LYSOXp,0.0,0.0,0.0
R_LYSt4,0.0,0.0,0.0
R_LYStiDF,0.1,0.1,0.0
R_LYStip,0.0,0.0,0.0
R_LYStm,0.0883205140635,0.0825895785245,0.00573093553905
R_LYStn,0.0,0.0,0.0
R_L_LACDcm,0.0,0.0,0.0
R_L_LACt2r,-2.90097617981,-0.869801690658,2.03117448915
R_L_LACt4r,0.0,-0.619532256981,-0.619532256981
R_L_LACtcm,0.146217819846,0.0,0.146217819846
R_L_LACtm,2.09403525145,0.0,2.09403525145
R_M1316Mg,0.0,0.0,0.0
R_M13N2Tg,0.0,0.0,0.0
R_M14NTg,0.0,0.0,0.0
R_M16NTg,0.0,0.0,0.0
R_M4MPDOL_Uter,0.0,0.0,0.0
R_M7MASNBterg,0.0,0.0,0.0
R_M8MASNterg,0.0,0.0,0.0
R_MACACI,0.191732381254,0.187675593965,0.00405678728925
R_MACOXO,0.0,0.0,0.0
R_MAGt,0.0,0.0,0.0
R_MALSO3tm,0.0,0.0,0.0
R_MALSO4tm,0.0,0.0,0.0
R_MALTSULtm,0.0,0.0,0.0
R_MAL_Lte,-0.000337870800942,-0.00363058075518,-0.00329270995424
R_MALtm,-0.147916031569,-1.96149293487,-1.8135769033
R_MAN1PT2,0.0,0.0,0.0
R_MAN6PI,0.0,0.0,0.0
R_MANt1r,0.0,0.0,0.0
R_MANt4,0.0,0.0,0.0
R_MANter,0.0,0.0,0.0
R_MANtg,0.0,0.0,0.0
R_MANtly,0.0,0.0,0.0
R_MAOX,0.0,0.0,0.0
R_MCCCrm,0.0892391164517,0.0839589243016,0.00528019215006
R_MCD,0.0,0.0,0.0
R_MCDm,0.0,0.0,0.0
R_MCDp,0.0,0.0,0.0
R_MCITS,0.0,0.0,0.0
R_MCOATA,0.0,0.0,0.0
R_MDH,-0.000337870800942,1.40442416019,-1.40408628939
R_MDHm,0.0,1.4208479244,-1.4208479244
R_MDRPD,0.0,0.0,0.0
R_MDZtd,0.0,0.0,0.0
R_MDZtu,0.0,0.0,0.0
R_ME1m,0.0,0.0,0.0
R_ME2,0.0,0.0,0.0
R_ME2m,0.0,0.0302763992977,-0.0302763992977
R_MECOALm,0.0,0.0,0.0
R_MECOAS1m,0.0,0.0,0.0
R_MEOHt2,0.0,0.0,0.0
R_MEOHtly,0.0,0.0,0.0
R_MEPIVESSte,0.0,0.0,0.0
R_MERACMPtep,0.0,0.0,0.0
R_MERACMPthc,0.0,0.0,0.0
R_METAT,0.102497718868,0.0955005950006,0.00699712386736
R_METATB0tc,0.0,0.0,0.0
R_METB0AT2tc,0.0,0.0,0.0
R_METB0AT3tc,0.0,0.0,0.0
R_METLEUex,0.0,0.0,0.0
R_METS,0.0,0.0,0.0
R_METtec,0.1,0.1,0.0
R_METyLATthc,0.0,0.0,0.0
R_MEVK1c,0.00241448236906,0.00359922995919,-0.00118474759013
R_MEVK1x,0.0,0.0,0.0
R_MG1er,0.0,0.0,0.0
R_MG2er,0.0,0.0,0.0
R_MG3er,0.0,0.0,0.0
R_MGCHrm,0.0892391164517,0.0839589243016,0.00528019215006
R_MGSA,0.0,0.0,0.0
R_MGSA2,0.0,0.0,0.0
R_MHGLZABCt,0.0,0.0,0.0
R_MHGLZtev,0.0,0.0,0.0
R_MHISOR,0.0,0.0,0.0
R_MI13456PK,0.0,0.0,0.0
R_MI13456Ptn,0.0,0.0,0.0
R_MI1345PP,0.0,0.0,0.0
R_MI134P4P,0.0,0.0,0.0
R_MI134PP,0.0,0.0,0.0
R_MI13PP,0.0,0.0,0.0
R_MI145PK,0.0,0.0,0.0
R_MI145PP,0.0,0.0,0.0
R_MI14P4P,0.0,0.0,0.0
R_MI14PP,0.0,0.0,0.0
R_MI14Ptn,0.0,0.0,0.0
R_MI1PP,0.0,0.0,0.0
R_MI1PS,0.0,0.0,0.0
R_MI1P_Dtn,0.0,0.0,0.0
R_MI34PP,0.0,0.0,0.0
R_MI3PP,0.0,0.0,0.0
R_MI4PP,0.0,0.0,0.0
R_MINOHPtn,0.0,0.0,0.0
R_MM5ag,0.0,0.0,0.0
R_MM5bg,0.0,0.0,0.0
R_MM5cg,0.0,0.0,0.0
R_MM6B1ag,0.0,0.0,0.0
R_MM6B1bg,0.0,0.0,0.0
R_MM6B2g,0.0,0.0,0.0
R_MM6ag,0.0,0.0,0.0
R_MM6bg,0.0,0.0,0.0
R_MM7Ag,0.0,0.0,0.0
R_MM7B1g,0.0,0.0,0.0
R_MM7B2g,0.0,0.0,0.0
R_MM7Cag,0.0,0.0,0.0
R_MM7Cbg,0.0,0.0,0.0
R_MM8Ag,0.0,0.0,0.0
R_MM8Ber,0.0,0.0,0.0
R_MM8Cg,0.0,0.0,0.0
R_MMCDm,2.28109012104,0.0,2.28109012104
R_MMEm,2.28109012104,0.0,2.28109012104
R_MMMm,-2.28109012104,0.0896318442241,2.19145827682
R_MMSAD1m,0.0930446985593,0.0,0.0930446985593
R_MMSAD3m,2.65930561433,0.277894342671,2.38141127166
R_MMTSADm,0.0,0.0896318442241,-0.0896318442241
R_MOGAT,0.0,0.0,0.0
R_MTAP,0.0,0.0,0.0
R_MTHFC,0.552155229634,0.0104609803457,0.541694249289
R_MTHFCm,0.530148462206,-0.00382166750265,0.526326794704
R_MTHFD,0.454648691689,-0.0858220559504,0.368826635739
R_MTHFD2,0.0,0.0,0.0
R_MTHFD2m,0.530148462206,-0.00382166750265,0.526326794704
R_MTHFDm,0.0,0.0,0.0
R_MTHFR3,0.0,0.0,0.0
R_MTHFTe,0.0,0.0,0.0
R_MTHGXLt,0.0,0.0,0.0
R_MTRI,0.0,0.0,0.0
R_N2M2NMASNt,0.0,0.0,0.0
R_N2M2NMASNtly,0.0,0.0,0.0
R_N3Tg,0.0,0.0,0.0
R_N4Tg,0.0,0.0,0.0
R_NACASPAH,0.0,0.0,0.0
R_NACASPtm,0.0,0.0,0.0
R_NACDe,0.0,0.0,0.0
R_NACHEX10ly,0.0,0.0,0.0
R_NACHEX11ly,0.0,0.0,0.0
